arguments,description,descriptivename,hostname,name,path,pathcertificateissuer,pathcertificatesubject,pathmd5sum,pathsignaturedescription,pathsignatureverified,pid
C:\Windows\system32\svchost.exe -k LocalService,Maintains date and time synchronization on all clients and servers in the network. If this service is stopped  date and time synchronization will be unavailable. If this service is disabled  any services that explicitly depend on it will fail to start.,Windows Time,WW0006CDP,W32Time,C:\Windows\System32\svchost.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,7ff368d4c6c7992d3e804edfaa2ef193,The file is signed and the signature was verified.,true,0
C:\Windows\System32\svchost.exe -k NetworkServiceAndNoImpersonation -p,Coordinates transactions between the Distributed Transaction Coordinator (MSDTC) and the Kernel Transaction Manager (KTM). If it is not needed  it is recommended that this service remain stopped. If it is needed  both MSDTC and KTM will start this service automatically. If this service is disabled  any MSDTC transaction interacting with a Kernel Resource Manager will fail and any services that explicitly depend on it will fail to start.,KtmRm for Distributed Transaction Coordinator,WW0006CDP,KtmRm,C:\Windows\System32\svchost.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,7ff368d4c6c7992d3e804edfaa2ef193,The file is signed and the signature was verified.,true,0
C:\Windows\system32\CxAudMsg64.exe,Monitors audio device events and forward them to subscribing application. If this service is stop. the aduio effects will not function properly.,Conexant Audio Message Service,WW0006CDP,CxAudMsg,C:\Windows\System32\CxAudMsg64.exe,Symantec Class 3 SHA256 Code Signing CA,"Conexant Systems""",e83e393a019b7b4b903efcaeb436e69e,The file is signed and the signature was verified.,true,4108
\SystemRoot\System32\drivers\vwifibus.sys,Implements bus functionality for Virtual Wireless,Virtual Wireless Bus Driver,WW0006CDP,vwifibus,C:\Windows\System32\drivers\vwifibus.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,8a9183f4ebd7fa49740d4e06732a7bd2,The file is signed and the signature was verified.,true,0
C:\Windows\System32\svchost.exe -k netsvcs -p,Maintains an updated list of computers on the network and supplies this list to computers designated as browsers. If this service is stopped  this list will not be updated or maintained. If this service is disabled  any services that explicitly depend on it will fail to start.,Computer Browser,WW0006CDP,Browser,C:\Windows\System32\svchost.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,7ff368d4c6c7992d3e804edfaa2ef193,The file is signed and the signature was verified.,true,0
\SystemRoot\System32\drivers\hwpolicy.sys,Contains Processor and other policies,Hardware Policy Driver,WW0006CDP,hwpolicy,C:\Windows\System32\drivers\hwpolicy.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,43acde349911943a87afba0b640bf243,The file is signed and the signature was verified.,true,0
C:\Windows\system32\svchost.exe -k DevicesFlow,Device Discovery and Connecting,DevicesFlow_18c5e082,WW0006CDP,DevicesFlowUserSvc_18c5e082,C:\Windows\System32\svchost.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,7ff368d4c6c7992d3e804edfaa2ef193,The file is signed and the signature was verified.,true,0
\SystemRoot\System32\drivers\WinUSB.SYS,,WinUsb Driver,WW0006CDP,WINUSB,C:\Windows\System32\drivers\winusb.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,3aa6a6cebeb9622fd7f1514e4f2e66cb,The file is signed and the signature was verified.,true,0
\SystemRoot\System32\drivers\vhf.sys,Kernel mode driver that implements the Virtual HID Framework (VHF),Virtual HID Framework (VHF) Driver,WW0006CDP,vhf,C:\Windows\System32\drivers\vhf.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,c8743cc542761593031f32196f43d402,The file is signed and the signature was verified.,true,0
System32\drivers\SpatialGraphFilter.sys,,Holographic Spatial Graph Filter,WW0006CDP,SpatialGraphFilter,C:\Windows\System32\drivers\SpatialGraphFilter.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,305cfb7887d52007b1ab7630d9c2d03f,The file is signed and the signature was verified.,true,0
System32\DRIVERS\wanarp.sys,Remote Access IPv6 ARP Driver,Remote Access IPv6 ARP Driver,WW0006CDP,wanarpv6,C:\Windows\System32\drivers\wanarp.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,8e735a4db3f7d80bcf533f0366cd89dc,The file is signed and the signature was verified.,true,0
C:\Windows\system32\svchost.exe -k netsvcs -p,Facilitates the running of interactive applications with additional administrative privileges.  If this service is stopped  users will be unable to launch applications with the additional administrative privileges they may require to perform desired user tasks.,Application Information,WW0006CDP,Appinfo,C:\Windows\System32\svchost.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,7ff368d4c6c7992d3e804edfaa2ef193,The file is signed and the signature was verified.,true,5720
\SystemRoot\System32\drivers\bthpan.sys,Bluetooth Device (Personal Area Network),Bluetooth Device (Personal Area Network),WW0006CDP,BthPan,C:\Windows\System32\drivers\bthpan.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,86af66907334a6a31d22ee3cea38438e,The file is signed and the signature was verified.,true,0
System32\drivers\gpuenergydrv.sys,Computes energy consumed by GPU,GPU Energy Driver,WW0006CDP,GpuEnergyDrv,C:\Windows\System32\drivers\gpuenergydrv.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,07326aba9b879813d5ab64a36663e0fb,The file is signed and the signature was verified.,true,0
system32\DRIVERS\nwifi.sys,,NativeWiFi Filter,WW0006CDP,NativeWifiP,C:\Windows\System32\drivers\nwifi.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,46fc34d3ac31d90ad5fb72ec4bf6d84c,The file is signed and the signature was verified.,true,0
\SystemRoot\System32\drivers\evbda.sys,,QLogic 10 Gigabit Ethernet Adapter VBD,WW0006CDP,ebdrv,C:\Windows\System32\drivers\evbda.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,14ee3880c94512c8801f6d4fa0ab8d01,The file is signed and the signature was verified.,true,0
C:\Windows\system32\svchost.exe -k DevicesFlow,Device Picker,DevicePicker_18c5e082,WW0006CDP,DevicePickerUserSvc_18c5e082,C:\Windows\System32\svchost.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,7ff368d4c6c7992d3e804edfaa2ef193,The file is signed and the signature was verified.,true,0
\SystemRoot\System32\drivers\hidinterrupt.sys,,Common Driver for HID Buttons implemented with interrupts,WW0006CDP,hidinterrupt,C:\Windows\System32\drivers\hidinterrupt.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,a450bcc8a6217176f136cd858e09fbd8,The file is signed and the signature was verified.,true,0
\SystemRoot\System32\drivers\CLFS.sys,General-purpose logging service,Common Log (CLFS),WW0006CDP,CLFS,C:\Windows\System32\drivers\clfs.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,5a7afa82dafad18f44279d3c48bf27ff,The file is signed and the signature was verified.,true,0
\SystemRoot\System32\drivers\bcmfn2.sys,,bcmfn2 Service,WW0006CDP,bcmfn2,C:\Windows\System32\drivers\bcmfn2.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,00f48ec130c12d22ea6f324fdca91369,The file is signed and the signature was verified.,true,0
\SystemRoot\System32\drivers\acpipmi.sys,,ACPI Power Meter Driver,WW0006CDP,AcpiPmi,C:\Windows\System32\drivers\acpipmi.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,0cb904dcdbd4d23a55fdee0e6c9a1d97,The file is signed and the signature was verified.,true,0
C:\Windows\System32\vds.exe,Provides management services for disks  volumes  file systems  and storage arrays.,Virtual Disk,WW0006CDP,vds,C:\Windows\System32\vds.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,167bb072b3d1989731c9bf03ded435e2,The file is signed and the signature was verified.,true,0
\SystemRoot\System32\drivers\usbehci.sys,,Microsoft USB 2.0 Enhanced Host Controller Miniport Driver,WW0006CDP,usbehci,C:\Windows\System32\drivers\usbehci.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,a499c1374fc0c019c263f000d60f7ae3,The file is signed and the signature was verified.,true,0
C:\Windows\system32\svchost.exe -k NetworkService -p,This service manages persistent subscriptions to events from remote sources that support WS-Management protocol. This includes Windows Vista event logs  hardware and IPMI-enabled event sources. The service stores forwarded events in a local Event Log. If this service is stopped or disabled event subscriptions cannot be created and forwarded events cannot be accepted.,Windows Event Collector,WW0006CDP,Wecsvc,C:\Windows\System32\svchost.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,7ff368d4c6c7992d3e804edfaa2ef193,The file is signed and the signature was verified.,true,0
\SystemRoot\system32\drivers\ksthunk.sys,,Kernel Streaming Thunks,WW0006CDP,ksthunk,C:\Windows\System32\drivers\ksthunk.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,eec33e3388a7f56a38587301e91c03e0,The file is signed and the signature was verified.,true,0
\SystemRoot\System32\drivers\scmbus.sys,,Microsoft Storage Class Memory Bus Driver,WW0006CDP,scmbus,C:\Windows\System32\drivers\scmbus.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,7d27e394bca50ebb7f4ad69e858ef910,The file is signed and the signature was verified.,true,0
\SystemRoot\System32\drivers\NdisVirtualBus.sys,,Microsoft Virtual Network Adapter Enumerator,WW0006CDP,NdisVirtualBus,C:\Windows\System32\drivers\NdisVirtualBus.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,ae494253b4fa3e22acb11812e0771598,The file is signed and the signature was verified.,true,0
C:\Windows\System32\svchost.exe -k NetworkService -p,Creates and maintains client network connections to remote servers using the SMB protocol. If this service is stopped  these connections will be unavailable. If this service is disabled  any services that explicitly depend on it will fail to start.,Workstation,WW0006CDP,LanmanWorkstation,C:\Windows\System32\svchost.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,7ff368d4c6c7992d3e804edfaa2ef193,The file is signed and the signature was verified.,true,1992
C:\Windows\System32\svchost.exe -k netsvcs -p,Remote Desktop Configuration service (RDCS) is responsible for all Remote Desktop Services and Remote Desktop related configuration and session maintenance activities that require SYSTEM context. These include per-session temporary folders  RD themes  and RD certificates.,Remote Desktop Configuration,WW0006CDP,SessionEnv,C:\Windows\System32\svchost.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,7ff368d4c6c7992d3e804edfaa2ef193,The file is signed and the signature was verified.,true,2228
C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted -p,Provides a mechanism to shut down the operating system of this virtual machine from the management interfaces on the physical computer.,Hyper-V Guest Shutdown Service,WW0006CDP,vmicshutdown,C:\Windows\System32\svchost.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,7ff368d4c6c7992d3e804edfaa2ef193,The file is signed and the signature was verified.,true,0
C:\Windows\System32\svchost.exe -k netsvcs -p,Provides network address translation  addressing  name resolution and/or intrusion prevention services for a home or small office network.,Internet Connection Sharing (ICS),WW0006CDP,SharedAccess,C:\Windows\System32\svchost.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,7ff368d4c6c7992d3e804edfaa2ef193,The file is signed and the signature was verified.,true,0
\SystemRoot\System32\drivers\i8042prt.sys,,PS/2 Keyboard and Mouse Port Driver,WW0006CDP,i8042prt,C:\Windows\System32\drivers\i8042prt.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,adb1df4706eb6ae55e0649367d034a6f,The file is signed and the signature was verified.,true,0
\SystemRoot\System32\drivers\acpipagr.sys,,ACPI Processor Aggregator Driver,WW0006CDP,acpipagr,C:\Windows\System32\drivers\acpipagr.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,a750e6934ab90665be97c0afaa6a6391,The file is signed and the signature was verified.,true,0
\SystemRoot\system32\DRIVERS\VBoxNetAdp6.sys,,VirtualBox NDIS 6.0 Miniport Service,WW0006CDP,VBoxNetAdp,C:\Windows\System32\drivers\VBoxNetAdp6.sys,VeriSign Class 3 Code Signing 2010 CA,Oracle Corporation,e90a2d25a038755190210733b49a8927,The file is signed and the signature was verified.,true,0
\SystemRoot\System32\drivers\iaLPSS2i_I2C.sys,,Intel(R) Serial IO I2C Driver v2,WW0006CDP,iaLPSS2i_I2C,C:\Windows\System32\drivers\iaLPSS2i_I2C.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,94b7646faba2943123076f12902a9067,The file is signed and the signature was verified.,true,0
System32\drivers\rdpvideominiport.sys,,Remote Desktop Video Miniport Driver,WW0006CDP,RdpVideoMiniport,C:\Windows\System32\drivers\rdpvideominiport.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,852e00c573db283a4acb66a6ef4cdd0e,The file is signed and the signature was verified.,true,0
C:\Windows\system32\wbengine.exe,The WBENGINE service is used by Windows Backup to perform backup and recovery operations. If this service is stopped by a user  it may cause the currently running backup or recovery operation to fail. Disabling this service may disable backup and recovery operations using Windows Backup on this computer.,Block Level Backup Engine Service,WW0006CDP,wbengine,C:\Windows\System32\wbengine.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,886e2c7589259c95b13d514bb35d24d9,The file is signed and the signature was verified.,true,0
\SystemRoot\system32\drivers\Wdf01000.sys,,Kernel Mode Driver Frameworks service,WW0006CDP,Wdf01000,C:\Windows\System32\drivers\Wdf01000.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,a9d661b5ed08d99214d187d05aca82ac,The file is signed and the signature was verified.,true,0
\SystemRoot\System32\drivers\winmad.sys,,WinMad Service,WW0006CDP,WinMad,C:\Windows\System32\drivers\winmad.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,0e7e13b26320a87fbbbe4e74f8c2bb39,The file is signed and the signature was verified.,true,0
C:\Windows\system32\svchost.exe -k localService -p,Enables remote users to modify registry settings on this computer. If this service is stopped  the registry can be modified only by users on this computer. If this service is disabled  any services that explicitly depend on it will fail to start.,Remote Registry,WW0006CDP,RemoteRegistry,C:\Windows\System32\svchost.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,7ff368d4c6c7992d3e804edfaa2ef193,The file is signed and the signature was verified.,true,0
C:\Windows\System32\svchost.exe -k NetworkService -p,Collects and stores configuration information for the network and notifies programs when this information is modified. If this service is stopped  configuration information might be unavailable. If this service is disabled  any services that explicitly depend on it will fail to start.,Network Location Awareness,WW0006CDP,NlaSvc,C:\Windows\System32\svchost.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,7ff368d4c6c7992d3e804edfaa2ef193,The file is signed and the signature was verified.,true,2292
system32\drivers\appid.sys,Identifies an application and enforces software restriction policies.,AppID Driver,WW0006CDP,AppID,C:\Windows\System32\drivers\appid.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,c94b90c4ef875a7feb098ae3dd6a1d27,The file is signed and the signature was verified.,true,0
