arguments,description,descriptivename,hostname,md5,name,path,pathcertificateissuer,pathcertificatesubject,pathsignaturedescription,pathsignatureexists,pathsignatureverified,servicedll,type
C:\Windows\System32\svchost.exe -k LocalServiceNetworkRestricted,This service manages events and event logs. It supports logging events  querying events  subscribing to events  archiving event logs  and managing event metadata. It can display events in both XML and plain text format. Stopping this service may compromise security and reliability of the system.,Windows Event Log,WL0003RHG,c8434b0e07e786821694d41c2e72a987,EventLog,C:\Windows\System32\svchost.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_WIN32_SHARE_PROCESS
C:\Windows\system32\svchost.exe -k print,This service opens custom printer dialog boxes and handles notifications from a remote print server or a printer. If you turn off this service  you wonâ€™t be able to see printer extensions or notifications.,Printer Extensions and Notifications,WL0003RHG,c8434b0e07e786821694d41c2e72a987,PrintNotify,C:\Windows\System32\svchost.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,The file is signed and the signature was verified.,true,true,C:\Windows\System32\spool\drivers\x64\3\PrintConfig.dll,SERVICE_WIN32_SHARE_PROCESS
\SystemRoot\System32\drivers\mouclass.sys,,Mouse Class Driver,WL0003RHG,aa05a3e2d2bcba846333c10cfbef438b,mouclass,C:\Windows\System32\drivers\mouclass.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_KERNEL_DRIVER
C:\Windows\system32\svchost.exe -k LocalServiceNetworkRestricted,Synchronizes the system time of this virtual machine with the system time of the physical computer.,Hyper-V Time Synchronization Service,WL0003RHG,c8434b0e07e786821694d41c2e72a987,vmictimesync,C:\Windows\System32\svchost.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,The file is signed and the signature was verified.,true,true,C:\Windows\System32\icsvc.dll,SERVICE_WIN32_SHARE_PROCESS
,,Windows Overlay File System Filter Driver,WL0003RHG,4b6dab009fa596d78348e459db8cb41d,Wof,,,,,,,,SERVICE_FILE_SYSTEM_DRIVER
C:\Windows\system32\AppVClient.exe,Manages App-V users and virtual applications,Microsoft App-V Client,WL0003RHG,e68054d53bf0d3f495aa98afb1ab1eef,AppVClient,C:\Windows\System32\AppVClient.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_WIN32_OWN_PROCESS
C:\Windows\System32\svchost.exe -k netsvcs,Creates a connection to a remote network whenever a program references a remote DNS or NetBIOS name or address.,Remote Access Auto Connection Manager,WL0003RHG,c8434b0e07e786821694d41c2e72a987,RasAuto,C:\Windows\System32\svchost.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,The file is signed and the signature was verified.,true,true,C:\Windows\System32\rasauto.dll,SERVICE_WIN32_SHARE_PROCESS
System32\drivers\FsDepends.sys,This minifilter tracks the dependencies associated with the various nested volumes/filesystems,File System Dependency Minifilter,WL0003RHG,41f0d4d47fc073546299d8d3ae3c1345,FsDepends,C:\Windows\System32\drivers\FsDepends.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_FILE_SYSTEM_DRIVER
\SystemRoot\System32\drivers\sfloppy.sys,,High-Capacity Floppy Disk Drive,WL0003RHG,2a32f19d8280d3df3678dc6f383404c4,sfloppy,C:\Windows\System32\drivers\sfloppy.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_KERNEL_DRIVER
\SystemRoot\System32\drivers\vwifibus.sys,,vwifibus,WL0003RHG,a4f3990d61b751d5a3057ae7f3d8b850,vwifibus,C:\Windows\System32\drivers\vwifibus.sys,,,,,,,SERVICE_KERNEL_DRIVER
C:\Windows\system32\svchost.exe -k netsvcs,Enables user sign-in through Microsoft account identity services. If this service is stopped  users will not be able to logon to the computer with their Microsoft account.,Microsoft Account Sign-in Assistant,WL0003RHG,c8434b0e07e786821694d41c2e72a987,wlidsvc,C:\Windows\System32\svchost.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,The file is signed and the signature was verified.,true,true,C:\Windows\System32\wlidsvc.dll,SERVICE_WIN32_SHARE_PROCESS
system32\DRIVERS\ahcache.sys,Cache Compatibility Data and Attributes for Individual PE File,Application Compatibility Cache,WL0003RHG,74fbb6dae1aa90a30cd18dab28b3f497,ahcache,C:\Windows\System32\drivers\ahcache.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_KERNEL_DRIVER
C:\Windows\system32\svchost.exe -k LocalServiceNetworkRestricted,Determines and verifies the identity of an application. Disabling this service will prevent AppLocker from being enforced.,Application Identity,WL0003RHG,c8434b0e07e786821694d41c2e72a987,AppIDSvc,C:\Windows\System32\svchost.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,The file is signed and the signature was verified.,true,true,C:\Windows\System32\appidsvc.dll,SERVICE_WIN32_SHARE_PROCESS
C:\Windows\System32\svchost.exe -k LocalSystemNetworkRestricted,The Offline Files service performs maintenance activities on the Offline Files cache  responds to user logon and logoff events  implements the internals of the public API  and dispatches interesting events to those interested in Offline Files activities and changes in cache state.,Offline Files,WL0003RHG,c8434b0e07e786821694d41c2e72a987,CscService,C:\Windows\System32\svchost.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,The file is signed and the signature was verified.,true,true,C:\Windows\System32\cscsvc.dll,SERVICE_WIN32_SHARE_PROCESS
\SystemRoot\System32\drivers\WinUSB.SYS,,WinUsb Driver,WL0003RHG,be29fc1d720b29cdd5a48aa5fe2d3bf6,WINUSB,C:\Windows\System32\drivers\winusb.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_KERNEL_DRIVER
\SystemRoot\System32\drivers\ADP80XX.SYS,,ADP80XX,WL0003RHG,d5f688d78b1e0a2317bd3362d0a03bd0,ADP80XX,C:\Windows\System32\drivers\adp80xx.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_KERNEL_DRIVER
\SystemRoot\System32\drivers\megasr.sys,,megasr,WL0003RHG,db7d632ff536a20361701c51ffdc2501,megasr,C:\Windows\System32\drivers\megasr.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_KERNEL_DRIVER
system32\drivers\winnat.sys,This service provides network address translation functionality,Windows NAT Driver,WL0003RHG,dcbc9d2b9012fef9a8c4a6330b86c5a6,WinNat,C:\Windows\System32\drivers\winnat.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_KERNEL_DRIVER
\SystemRoot\System32\drivers\xboxgip.sys,Xbox Game Input Protocol Driver,Xbox Game Input Protocol Driver,WL0003RHG,790f44674d2548e2f6deb3339cd5176b,xboxgip,C:\Windows\System32\drivers\xboxgip.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_KERNEL_DRIVER
\SystemRoot\System32\drivers\usbprint.sys,,Microsoft USB PRINTER Class,WL0003RHG,f586f25cb750112ad70c052d9f328f8b,usbprint,C:\Windows\System32\drivers\usbprint.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_KERNEL_DRIVER
system32\DRIVERS\udfs.sys,Reads/Writes UDF 1.02 1.5 2.0x 2.5 disc formats  usually found on C/DVD discs. (Core) (All pieces),udfs,WL0003RHG,1628a49248fa84d0dc82e7f6cb0893cd,udfs,C:\Windows\System32\drivers\udfs.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_FILE_SYSTEM_DRIVER
\SystemRoot\System32\drivers\usbehci.sys,,Microsoft USB 2.0 Enhanced Host Controller Miniport Driver,WL0003RHG,013f3119184486cf6f62b44a13059016,usbehci,C:\Windows\System32\drivers\usbehci.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_KERNEL_DRIVER
\SystemRoot\System32\drivers\urschipidea.sys,,Chipidea USB Role-Switch Driver,WL0003RHG,7d1679050a6ecba86b664ab0fa72ebce,UrsChipidea,C:\Windows\System32\drivers\urschipidea.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_KERNEL_DRIVER
\SystemRoot\System32\drivers\bfadfcoei.sys,,bfadfcoei,WL0003RHG,5da95134cef644321088382c193a0faf,bfadfcoei,C:\Windows\System32\drivers\bfadfcoei.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_KERNEL_DRIVER
C:\Windows\System32\lsass.exe,Provides the core file encryption technology used to store encrypted files on NTFS file system volumes. If this service is stopped or disabled  applications will be unable to access encrypted files.,Encrypting File System (EFS),WL0003RHG,59ce551aa5789c1df7a97ace4e2e9980,EFS,C:\Windows\System32\lsass.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,The file is signed and the signature was verified.,true,true,C:\Windows\System32\efssvc.dll,SERVICE_WIN32_SHARE_PROCESS
system32\drivers\applockerfltr.sys,Identifies files created by authorized installers.,Smartlocker Filter Driver,WL0003RHG,fdcaa9e1fb4be2768121371ae65ddcf6,applockerfltr,C:\Windows\System32\drivers\applockerfltr.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_KERNEL_DRIVER
\SystemRoot\System32\drivers\arcsas.sys,,Adaptec SAS/SATA-II RAID Storport's Miniport Driver,WL0003RHG,35fb6ac4fe4a6f092a424a5bb93770d7,arcsas,C:\Windows\System32\drivers\arcsas.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_KERNEL_DRIVER
C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted,The Wired AutoConfig (DOT3SVC) service is responsible for performing IEEE 802.1X authentication on Ethernet interfaces. If your current wired network deployment enforces 802.1X authentication  the DOT3SVC service should be configured to run for establishing Layer 2 connectivity and/or providing access to network resources. Wired networks that do not enforce 802.1X authentication are unaffected by the DOT3SVC service.,Wired AutoConfig,WL0003RHG,c8434b0e07e786821694d41c2e72a987,dot3svc,C:\Windows\System32\svchost.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,The file is signed and the signature was verified.,true,true,C:\Windows\System32\dot3svc.dll,SERVICE_WIN32_SHARE_PROCESS
\SystemRoot\System32\drivers\acpitime.sys,,ACPI Wake Alarm Driver,WL0003RHG,a1993a464d36ada6820d0521e5b9d00e,acpitime,C:\Windows\System32\drivers\acpitime.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_KERNEL_DRIVER
\SystemRoot\System32\drivers\EhStorClass.sys,Enhanced Storage Filter Driver,Enhanced Storage Filter Driver,WL0003RHG,a6f7c4afdfc50f35c93d59928ff92d12,EhStorClass,C:\Windows\System32\drivers\EhStorClass.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_KERNEL_DRIVER
C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted,Creates and manages user-mode driver processes. This service cannot be stopped.,Windows Driver Foundation - User-mode Driver Framework,WL0003RHG,c8434b0e07e786821694d41c2e72a987,wudfsvc,C:\Windows\System32\svchost.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,The file is signed and the signature was verified.,true,true,C:\Windows\System32\WUDFSvc.dll,SERVICE_WIN32_SHARE_PROCESS
C:\Windows\System32\svchost.exe -k LocalServiceNoNetwork,Performance Logs and Alerts Collects performance data from local or remote computers based on preconfigured schedule parameters  then writes the data to a log or triggers an alert. If this service is stopped  performance information will not be collected. If this service is disabled  any services that explicitly depend on it will fail to start.,Performance Logs &amp; Alerts,WL0003RHG,c8434b0e07e786821694d41c2e72a987,pla,C:\Windows\System32\svchost.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,The file is signed and the signature was verified.,true,true,C:\Windows\System32\pla.dll,SERVICE_WIN32_SHARE_PROCESS
C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted,This service logs unique client access requests  in the form of IP addresses and user names  of installed products and roles on the local server. This information can be queried  via Powershell  by administrators needing to quantify client demand of server software for offline Client Access License (CAL) management. If the service is disabled  client requests will not be logged and will not be retrievable via Powershell queries. Stopping the service will not affect query of historical data (see supporting documentation for steps to delete historical data). The local system administrator must consult his  or her  Windows Server license terms to determine the number of CALs that are required for the server software to be appropriately licensed; use of the UAL service and data does not alter this obligation.,User Access Logging Service,WL0003RHG,c8434b0e07e786821694d41c2e72a987,UALSVC,C:\Windows\System32\svchost.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,The file is signed and the signature was verified.,true,true,C:\Windows\System32\ualsvc.dll,SERVICE_WIN32_SHARE_PROCESS
C:\Windows\System32\svchost.exe -k LocalSystemNetworkRestricted,Manages objects in the Network and Dial-Up Connections folder  in which you can view both local area network and remote connections.,Network Connections,WL0003RHG,c8434b0e07e786821694d41c2e72a987,Netman,C:\Windows\System32\svchost.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,The file is signed and the signature was verified.,true,true,C:\Windows\System32\netman.dll,SERVICE_WIN32_SHARE_PROCESS
system32\drivers\appid.sys,Identifies an application and enforces software restriction policies.,AppID Driver,WL0003RHG,13495c6eda7269e59ea5a249783fae05,AppID,C:\Windows\System32\drivers\appid.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_KERNEL_DRIVER
C:\Windows\system32\svchost.exe -k netsvcs,Manages Internet SCSI (iSCSI) sessions from this computer to remote iSCSI target devices. If this service is stopped  this computer will not be able to login or access iSCSI targets. If this service is disabled  any services that explicitly depend on it will fail to start.,Microsoft iSCSI Initiator Service,WL0003RHG,c8434b0e07e786821694d41c2e72a987,MSiSCSI,C:\Windows\System32\svchost.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,The file is signed and the signature was verified.,true,true,C:\Windows\System32\iscsiexe.dll,SERVICE_WIN32_SHARE_PROCESS
C:\Windows\system32\lsass.exe,Maintains a secure channel between this computer and the domain controller for authenticating users and services. If this service is stopped  the computer may not authenticate users and services and the domain controller cannot register DNS records. If this service is disabled  any services that explicitly depend on it will fail to start.,Netlogon,WL0003RHG,59ce551aa5789c1df7a97ace4e2e9980,Netlogon,C:\Windows\System32\lsass.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,The file is signed and the signature was verified.,true,true,C:\Windows\System32\netlogon.dll,SERVICE_WIN32_SHARE_PROCESS
system32\drivers\WudfPf.sys,,User Mode Driver Frameworks Platform Driver,WL0003RHG,35fcaf3cd67c82ddd3caf943e8ec8ee8,WudfPf,C:\Windows\System32\drivers\WUDFPf.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_KERNEL_DRIVER
C:\Windows\System32\svchost.exe -k LocalSystemNetworkRestricted,Maintains links between NTFS files within a computer or across computers in a network.,Distributed Link Tracking Client,WL0003RHG,c8434b0e07e786821694d41c2e72a987,TrkWks,C:\Windows\System32\svchost.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,The file is signed and the signature was verified.,true,true,C:\Windows\System32\trkwks.dll,SERVICE_WIN32_SHARE_PROCESS
\SystemRoot\System32\drivers\storahci.sys,,Microsoft Standard SATA AHCI Driver,WL0003RHG,03965ea8bb15627f315cc977d85a973d,storahci,C:\Windows\System32\drivers\storahci.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_KERNEL_DRIVER
C:\Windows\system32\svchost.exe -k DcomLaunch,Enables a computer to recognize and adapt to hardware changes with little or no user input. Stopping or disabling this service will result in system instability.,Plug and Play,WL0003RHG,c8434b0e07e786821694d41c2e72a987,PlugPlay,C:\Windows\System32\svchost.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,The file is signed and the signature was verified.,true,true,C:\Windows\System32\umpnpmgr.dll,SERVICE_WIN32_SHARE_PROCESS
